1.500000	0.070737
0.070737	0.997499
0.997499	0.542405
0.542405	0.856470
0.856470	0.655109
0.655109	0.792982
0.792982	0.701724
0.701724	0.763730
0.763730	0.722261
0.722261	0.750313
0.750313	0.731476
0.731476	0.744190
0.744190	0.735637
0.735637	0.741403
0.741403	0.737522
0.737522	0.740137
0.740137	0.738376
0.738376	0.739563
0.739563	0.738763
0.738763	0.739302
0.739302	0.738939
0.738939	0.739183
0.739183	0.739019
0.739019	0.739130
0.739130	0.739055
0.739055	0.739105
0.739105	0.739071
0.739071	0.739094
0.739094	0.739079
0.739079	0.739089
0.739089	0.739082
0.739082	0.739087
0.739087	0.739084
0.739084	0.739086
0.739086	0.739085
0.739085	0.739086
0.739086	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
0.739085	0.739085
